sports
Athletics, 2022-08-16 09:00:00, 100m Wheelchair Male, Qualification - Heat 1, Canada Games Park


venues
Brock Sport Facilities, Brock Sport Facilities St. Catharines Brock University features a number of state-of-the-art athletic facilities. The Eleanor Misener Aquatic Centre, the largest swimming facility in Niagara, is named after the late Eleanor Misener, a local advocate for accessible exercise facilities and founder of the St. Catharines chapter of the Multiple Sclerosis Society. The 50-metre Olympic-size pool has hosted numerous meets. The complex also features one artificial turf field, Alumni Field, and two grass fields. These fields will host the women’s rugby sevens, which will mark the first time this event has been featured at a Canada Games. Rugby Sevens Diving Swimming Directions, Rugby Sevens, Diving, Swimming
Brock University, Brock University St. Catharines Brock University will be home to the Cycling Criterium. The course will run around the roundabout central to Brock’s St. Catharines campus. A short loop with curved corners, this course will provide a fast paced race in the heart of the Athletes Village. Cycling Directions, Cycling
Canada Games Park, Canada Games Park Thorold A legacy project for Niagara 2022 Canada Summer Games, Canada Games Park is located at Brock University, south of the main campus. The facility includes the Walker Sports and Abilities Centre consisting of two ice pads, a para sport gymnasium with four courts, a health and wellbeing centre and a 200m indoor track. Outside, there will be six beach volleyball courts, a cycling centre, an outdoor storage area, and a track-and-field facility including a full 400m track and areas for all disciplines (jumps and throws). Athletics Beach Volleyball Box Lacrosse Wrestling Volleyball Directions, Athletics, Beach Volleyball, Box Lacrosse, Wrestling, Volleyball
Etobicoke Olympium, Etobicoke Olympium Etobicoke Located on the edge of Centennial Park and home to many sports clubs including the Etobicoke Diving Club, the Etobicoke Olympium is a premiere multi-sport facility that has hosted countless national and international events. The facility underwent major renovations as a result of the Toronto 2015 Pan American Games, where it was used as the primary aquatics training venue. The eight-lane, 50-metre competition pool will host Niagara 2022’s 3-metre and platform (10-metre) diving competitions. Diving Directions, Diving
Legends on the Niagara Golf Course - Battlefield Course, Legends on the Niagara Golf Course - Battlefield Course Niagara Falls The Legends on the Niagara Battlefield Course is located on the grounds of the Battle of Chippewa, which took place on July 5, 1814 during the War of 1812. The Legends on the Niagara Golf Course opened in 2002 and is home to two championship courses and a par-3 executive course for a total of 45 holes. Golf Directions, Golf
Meridian Centre, Meridian Centre St. Catharines The Meridian Centre is the Niagara region’s largest entertainment facility and has hosted many significant events. In the spring and summer months, Meridian is the home of the Niagara River Lions of the Canadian Elite Basketball League, and in the winter, the Niagara IceDogs of the Ontario Hockey League. The Meridian Centre will kick off the Niagara 2022 Canada Summer Games with the Opening Ceremony. Basketball Directions, Basketball
Niagara College Welland Campus, Niagara College Welland Campus Welland Niagara College has a history of athletic excellence. The Niagara College Knights host five varsity sports teams (mens and womens) as well as numerous intramural sports teams. Updated in 2011 through a $90 million campus redevelopment project, the Niagara College athletic facilities are top tier. Basketball Volleyball Directions, Basketball, Volleyball
Niagara-on-the-Lake Sailing Club, Niagara-on-the-Lake Sailing Club Niagara-on-the-Lake Nestled on the shores of the Niagara River, the Niagara-on-the-Lake Sailing Club is one of Lake Ontario’s premier sailing destinations. The Club is home to an active junior sailing program, club and class racing fleets and welcomes cruisers from all over the lake to the Niagara region. The Club shares hosting of the Niagara 2022 Canada Summer Games with the Dalhousie Yacht Club. Sailing Directions, Sailing
Niagara-on-the-Lake Tennis Club, Niagara-on-the-Lake Tennis Club Niagara-on-the-Lake The Niagara-on-the-Lake Tennis Club located at Memorial Park has been providing an opportunity for members to play tennis since 1970. An active club that has been playing on four hard courts, they will be expanding their facility with the addition of two more courts in the spring of 2021. Tennis Directions, Tennis
Oakes Park, Oakes Park Niagara Falls Oakes Park is one of Niagara Falls' busiest public facilities. The baseball diamond is part of a facility that opened on the Civic Holiday in 1931 and features a soccer field, track, playground and an additional baseball diamond. Baseball Directions, Baseball
Port Colborne, Port Colborne Port Colborne Located on Lake Erie, Port Colborne is the southern port of entry of the Welland Canal. Following the completion of the canal in 1833, this small settlement on Gravelly Bay was named a port-of-entry in 1834 and given its present name in honour of Upper Canada's then Lieutenant-Governor Sir John Colborne, who was instrumental in securing funding for the canal project. The Time Trial will take place around H.H. Knoll Lakeview Park. Cycling Directions, Cycling
Royal Canadian Henley Rowing Course, Royal Canadian Henley Rowing Course St. Catharines A world class rowing facility, the Royal Canadian Henley Rowing Course hosted the World Rowing Championships in 1999 and will host them for the third time in 2024. Located in historic Port Dalhousie, St. Catharines, the course dates back to 1903 and has been hosting events ever since including the Royal Canadian Henley Regatta and the Toronto 2015 Pan American Games. Rowing Directions, Rowing
Southward Park, Southward Park Grimsby Southward Community Sports Park located in Grimsby recently opened in May of 2017. The park features baseball/softball diamonds, soccer fields, 2.5km of walking trails, a dog park, playground, and bocce ball courts. Softball Directions, Softball
Town of Pelham, Town of Pelham Fonthill The Town of Pelham includes the communities of Fonthill, Fenwick, North Pelham and Ridgeville. Pelham is primarily an agricultural area where many farms abound. The Cycling Road Race that winds through local orchards and vineyards will start and finish at Town Square in downtown Fonthill. Cycling Directions, Cycling
Twelve Mile Creek, Twelve Mile Creek St. Catharines Nestled along the newly built and picturesque trails of Twelve Mile Creek, the 4km course for Mountain Bike will begin with a steep climb up Hydro Hill and will continue to loop around the escarpment with new legacy features such as a rock garden and gap jumps to challenge athletes. Mountain Bike Directions, Mountain Bike
Welland Baseball Stadium, Welland Baseball Stadium Welland Located in the centre of the Niagara Region in Welland, the Welland Baseball Stadium was originally built for the Pittsburgh Pirates minor league team that played at the stadium from 1989 to 1995. The Stadium has seen action from a number of leagues and is home to the Welland Jackfish of the Intercounty Baseball League. Baseball Directions, Baseball
Welland International Flatwater Centre, Welland International Flatwater Centre Welland The Welland International Flatwater Centre is located at the south end of the Welland Recreational Waterway. The Waterway used to be a part of the canal connecting Lake Ontario to Lake Erie and was closed to ships with the creation of the Welland Bypass in the 1970s. A legacy of the TORONTO 2015 Pan American Games, the Welland International Flatwater Centre consists of a timing tower, a training centre, seating for 500 and multi-functional modular docking. Canoe Kayak Triathlon Swimming Directions, Canoe Kayak, Triathlon, Swimming
Welland Tennis Club, Welland Tennis Club Welland The Welland Tennis Club was formed in 1913 on the site of am old brickyard, hence the red clay courts. In the late 1970s, four additional hard courts with lighting were added to the club and have been actively used ever since. The club also is home to a vibrant junior program and continues to be the source of provincial and national level competitors. Tennis Directions, Tennis
Youngs Sportsplex, Youngs Sportsplex Welland Youngs Sportsplex opened in 2012 and quickly elevated the sports scene across the Niagara Region. The multi-sport complex features a FIFA regulation size indoor soccer field, four indoor tennis courts and a number of additional recreation areas. Surrounding the complex are five regulation soccer fields, three of which are artificial turf fields. The facility hosts numerous sports and provides a venue for recreational/competitive athletes to train all year round. Soccer Directions, Soccer


alumni
Accenture’s Cattran looks back fondly on his 1997 Games experience, 3/30/22, Charlie Cattran’s memories from his involvement at the Canada Summer Games extend far beyond the basketball court., https://niagara2022games.ca/about/alumni-profile/accentures-cattran-looks-back-fondly-on-his-1997-games-experience/, https://niagara2022games.ca/content/images/news/Charlie-Cattran-Alumni-IMAGE-1712-1648581840.jpg
Journeying to Tokyo for one final run — Jennifer Salling, 7/21/21, 13 years ago, the dream of the Canadian Women’s National Softball Team seemed lost forever., https://niagara2022games.ca/about/alumni-profile/journeying-to-tokyo-for-one-final-run-jennifer-salling/, https://niagara2022games.ca/content/images/news/jennifer-salling-tokyo-1222-1626871732.png
Canada Games alumni to watch at the Tokyo Olympics and Paralympics, 7/19/21, Many Canadian hopefuls headed to Tokyo are a large number of athletes who once upon a time competed at the Canada Games, https://niagara2022games.ca/about/alumni-profile/canada-games-alumni-to-watch-at-the-tokyo-olympics-and-paralympics/, https://niagara2022games.ca/content/images/news/Tokyo-Olympics-CG-ALUMNI_FB-1209-1626713544.png
Alumni Spotlight: Sharon Firth, 6/17/21, This past winter marked the 50th anniversary of Sharon Firth’s first appearance at the Canada Winter Games., https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-sharon-firth/, https://niagara2022games.ca/content/images/news/SHARON-FIRTH_ALUMNI-1128-1623876191.png
Alumni Spotlight: Peter Stefaniuk, 5/13/21, Stefaniuk still has his mementos from the 1971 Games in Saskatoon, Sask., https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-peter-stefaniuk/, https://niagara2022games.ca/content/images/news/Peter-STEFANIUK-1089-1620851939.png
Growing the Game - Stacey Allaster, 3/8/21, A look at Stacey Allaster's journey from Welland, Ont., to becoming the US Open's first-ever female tournament director., https://niagara2022games.ca/about/alumni-profile/growing-the-game-stacey-allaster/, https://niagara2022games.ca/content/images/news/N22_STACEY-Allister_FEATURE-992-1615211036.png
Inspiring the NextGen — Shanice Marcelle, 2/25/21, To understand the importance Marcelle places on her Black roots, one must understand her journey. , https://niagara2022games.ca/about/alumni-profile/inspiring-the-nextgen-shanice-marcelle/, https://niagara2022games.ca/content/images/news/Shanice-Marcelle_FEATURED-IMAGE_EN-938-1614261433.png
Celebrating the accomplishments of Black Canada Games alumni, 2/8/21, In honour of Black History Month, we look back at the amazing achievements of Black Canada Games athletes and coaches., https://niagara2022games.ca/about/alumni-profile/celebrating-the-accomplishments-of-black-canada-games-alumni/, https://niagara2022games.ca/content/images/news/FEATURE-TWITTER-905-1612796190.jpg
RISING TO THE OCCASION - CÉLESTE DAO, 12/17/20, A look at Céleste Dao's winding path from the 2017 Canada Games to the University of Georgia., https://niagara2022games.ca/about/alumni-profile/rising-to-the-occasion-celeste-dao/, https://niagara2022games.ca/content/images/news/CELESTE_ALUMNI-image-881-1608131383.png
Alumni Spotlight: Brian Bleich, 11/19/20, Brian Bleich is giving back to the Canada Games 33 years after competing in them., https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-brian-bleich/, https://niagara2022games.ca/content/images/news/brian-homepage-843-1605795011.png
Alumni Spotlight: Michelle Fazzari, 9/10/20, Michelle Fazzari credits the 2005 Canada Games as the turning point in her wrestling career., https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-michelle-fazzari/, https://niagara2022games.ca/content/images/news/michelle-fazzari-801-1599673313.jpg
From Podiums to Parliament - Adam Van Koeverden, 8/27/20, Adam van Koeverden was once just a teenager trying to find his way., https://niagara2022games.ca/about/alumni-profile/from-podiums-to-parliament/, https://niagara2022games.ca/content/images/news/adam-vankoeverden-797-1598534202.png
ALUMNI SPOTLIGHT: GREG FRANCIS, 7/30/20, Greg Francis thought he was a hard worker until he met Jay Triano., https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-greg-francis/, https://niagara2022games.ca/content/images/news/GREG-FRANCIS-ALUMNI-633-1596031046.png
Alumni Spotlight: Richard Dalton, 7/9/20, Twenty-seven years after competing as a 13-year-old in the Canada Summer Games in Kamloops, B.C...., https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-richard-dalton/, https://niagara2022games.ca/content/images/news/CSGAlumni-Richard-1200x630-548-1594300930.jpg
FOREVER CONNECTED BY THE CANADA GAMES, 6/29/20, How Lisa Thomaidis’ and Carly Clarke’s worlds collided at the 2001 Canada Games., https://niagara2022games.ca/about/alumni-profile/forever-connected-by-the-canada-games/, https://niagara2022games.ca/content/images/news/TC-ALUMNI-FEATURE-538-1593438133.jpg
Alumni David Thibodeau on his Canada Games Experience and Advancing LGBTQI2S Awareness in Sport , 6/18/20, Read about how Canada Games Alumni David Thibodeau is making waves in the LGBTQI2S community., https://niagara2022games.ca/about/alumni-profile/alumni-david-thibodeau-on-his-canada-games-experience-and-advancing-lgbtqi2s-awareness-in-sport/, https://niagara2022games.ca/content/images/news/74_2021_David_Thibodeau%283%29-501-1592499132.png
Spotlight: Don Goodwin, 6/11/20, Without the late Don Goodwin, there would likely be no Canada Games., https://niagara2022games.ca/about/alumni-profile/spotlight-don-goodwin/, https://niagara2022games.ca/content/images/news/Don-Goodwin-487-1591879787.jpg
Persevering Through a Pandemic - The Megan Van Heyst Story, 6/6/20, How one Niagara 2021 hopeful, her parents and coach have adjusted amidst the outbreak of COVID-19 , https://niagara2022games.ca/about/alumni-profile/persevering-through-a-pandemic-the-megan-van-heyst-story/, https://niagara2022games.ca/content/images/news/megan-van-heyst-458-1591036170.jpg
Alumni Spotlight: Makiah Hunt, 5/28/20, The moment is indelibly etched in the memory of Makiah Hunt., https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-makiah-hunt/, https://niagara2022games.ca/content/images/news/Makiah-Hunt-450-1590665652.jpg
Alumni Spotlight: Jayson Hilchie, 5/14/20, Get to know Jayson Hilchie, Team Nova Scotia's 4x100m gold medalist at the 2001 Canada Summer Games!, https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-jayson-hilchie/, https://niagara2022games.ca/content/images/news/JASON-HILCHIE_ALMUNISPOTLIGHT-431-1589398757.jpg
Alumni Spotlight: Siobhan McLaughlin, 4/30/20, Siobhan McLaughlin’s Canada Summer Games resume is impressive., https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-siobhan-mclaughlin/, https://niagara2022games.ca/content/images/news/Siobhan-Mclaughlin-399-1588089235.jpg
Alumni Spotlight: Hannah Taylor, 4/16/20, Hannah Taylor was a Canada Games athlete for all seasons., https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-hannah-taylor/, https://niagara2022games.ca/content/images/news/76_2021_Hannah_Taylor-367-1586991382.jpg
Alumni Spotlight: Nancy Kessler, 4/9/20, Get to know Nancy Kessler, a St. Catharines native and 2013 Canada Games gold medalist!, https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-nancy-kessler/, https://niagara2022games.ca/content/images/news/image-363-1586439739.jpg
Canada Games Alumni Spotlight: Swede Burak , 4/2/20, Get to know Swede Burak, Team Ontario's rowing coach at the 2017 Canada Summer Games!, https://niagara2022games.ca/about/alumni-profile/canada-games-alumni-spotlight-swede-burak/, https://niagara2022games.ca/content/images/news/Swede-Burak-357-1585322903.jpg
Canada Games Alumni Spotlight: Sarah Wiley, 3/19/20, Get to know St. Catharines native and 2009 Canada Games gold medalist, Sarah Wiley!, https://niagara2022games.ca/about/alumni-profile/alumni-spotlight-sarah-wiley/, https://niagara2022games.ca/content/images/news/CGAlumni-Sarah-Quote-1104x736-343-1584557658.jpg
Canada Games Alumni Spotlight: Clayton Pye, 3/12/20, Get to know Brock Wrestling athlete and 2013 Canada Games Alumni Clayton Pye!, https://niagara2022games.ca/about/alumni-profile/canada-games-alumni-spotlight-clayton-pye/, https://niagara2022games.ca/content/images/news/Pete_Methner_PMET0212-335-1583952817.jpg
Canada Games Alumni Spotlight: Trevor Van Nest, 2/27/20, In our first Alumni Spotlight series, get to know 1989 Canada Games Alumni and Niagara Falls resident, Trevor Van Nest., https://niagara2022games.ca/about/alumni-profile/trevor-van-nest/, https://niagara2022games.ca/content/images/news/Trevor-Van-Nest-307-1582140629.jpg


events
Integrating Sustainability Into Organizational Structures and Event Delivery, March 25-25, 2022, From words to action: becoming leaders in sustainable event management, https://niagara2022games.ca/events/detail/integrating-sustainability-into-organizational-structures-and-event-delivery/, https://niagara2022games.ca/content/images/news/March-Sustainability-Summit-EN-1683-1647613248.png
Turtle Tuesday, March 15, 2022,  Live demonstration with the turtle ambassadors of with Ontario Turtle Conservation Centre!, https://niagara2022games.ca/events/detail/turtle-tuesday/, https://niagara2022games.ca/content/images/news/2022-Turtle-Tuesday-N22-Event-1200x675-1648-1645791899.png
Once, and for all | Community Golf Tournament, May 7, 2022, Join us and become a part of the support movement that will inspire, transform, and unify Niagara., https://niagara2022games.ca/events/detail/once-and-for-all-community-golf-tournament/, https://niagara2022games.ca/content/images/news/onceandforall-FB-EN-1618-1644502926.png
Rise with Glowing Hearts Celebration Concert, April 27, 2022, 100-day-out Celebration Concert for the Niagara 2022 Canada Summer Games, https://niagara2022games.ca/events/detail/rise-with-glowing-hearts-celebration-concert/, https://niagara2022games.ca/content/images/news/RWGH-event-1200x675-1436-1636128797.png
N22 Tourism Forum – JAN 6, 2022, January 6, 2022, Learn how you can promote your business prior to and during the Niagara 2022 Canada Summer Games., https://niagara2022games.ca/events/detail/n22-tourism-forum-jan-6-2022/, https://niagara2022games.ca/content/images/news/N22-tourism-forum-NOV25-1200x675-EN-1501-1638569017.png
N22 Tourism Forum, November 25, 2021, Learn how you can promote your business prior to and during the Niagara 2022 Canada Summer Games, https://niagara2022games.ca/events/detail/n22-tourism-forum/, https://niagara2022games.ca/content/images/news/N22-tourism-forum-NOV25-1200x675-EN-1474-1636666082.png
Niagara Sustainability and Sport: The Life Cycle of a Sporting Event, November 19, 2021, This event is a follow up to the Spring ‘21 Sustainability Sport Summit, https://niagara2022games.ca/events/detail/niagara-sustainability-and-sport-the-life-cycle-of-a-sporting-event/, https://niagara2022games.ca/content/images/news/Screen_Shot_2021-11-01_at_3.08.13_PM_-1418-1635793768.png
Tournament of Trades, October 1, 2021, Become part of the movement, https://niagara2022games.ca/events/detail/tournament-of-trades/, https://niagara2022games.ca/content/images/news/tournament-of-trades-event-1-1124-1622720334.png
« Bienvenue/Welcome » Virtual Event, April 27, 2021, Together, we can build a powerful team of bilingual volunteers!, https://niagara2022games.ca/events/detail/bonjour-welcome-virtual-event/, https://niagara2022games.ca/content/images/news/Assemblee-event-bienvenue-1200x675-1031-1616009098.png
An Introduction to Sustainability in Sport, April 9, 2021, What happens when the worlds of sustainability and sport collide?, https://niagara2022games.ca/events/detail/an-introduction-to-sustainability-in-sport/, https://niagara2022games.ca/content/images/news/sustainability-event-cover-EN-1024-1615410826.png
Niagara Emancipation Day STC Celebration, July 30-2, 2020, #EmancipationDaySTC Celebrations brings back a piece of history and to celebrate Black Culture., https://niagara2022games.ca/events/detail/niagara-emancipation-day-stc-celebration/, https://niagara2022games.ca/content/images/news/emancipationday-637-1596041510.jpg
VIRTUAL WORLD TURTLE DAY, May 23, 2020, Join us on a virtual field trip as we celebrate World Turtle Day on Saturday, May 23!, https://niagara2022games.ca/events/detail/virtual-world-turtle-day/, https://niagara2022games.ca/content/images/news/Virtual-World_TurtleDay-423-1589228100.jpg
Ontario Ergometer Championships, February 29, 2020, Ridley College hosts stationary rowing competition!, https://niagara2022games.ca/events/detail/ontario-ergometer-championships/, https://niagara2022games.ca/content/images/news/ergometer-ridley-308-1582144634.jpg
Turtle Tuesday March Break Family Event, March 17, 2020, Join Shelly and friends and get up close and personal with a live turtle!, https://niagara2022games.ca/events/detail/turtle-tuesday-march-break-family-event/, https://niagara2022games.ca/content/images/news/Turtle-Tuesday-Event-b-303-1581357398.png
Chorus Niagara 14th Annual Singathon, February 8, 2020, Signathon with our mascot Shelly conducting!, https://niagara2022games.ca/events/detail/chorus-niagara-15th-annual-singathon/, https://niagara2022games.ca/content/images/news/chorus-1200x675-277-1579038090.jpg
Canada Games Park Groundbreaking Ceremony, December 16, 2019, We are pleased to celebrate the start of the construction of Canada Games Park., https://niagara2022games.ca/events/detail/canada-games-park-groundbreaking-ceremony/, https://niagara2022games.ca/content/images/news/groundbreaking-CGP-rendering-243-1575556676.jpg
Shelly at Meridian Centre for Puck Drop at “Ugly Christmas Sweater” Game, December 19, 2019, Shelly at Meridian Centre for Puck Drop at "Ugly Christmas Sweater" Game, https://niagara2022games.ca/events/detail/shelly-at-merdian-centre-for-ugly-christmas-sweater-puck-drop/, https://niagara2022games.ca/content/images/news/shelly-puck-drop-2019-2-203-1574802559.jpg
Canadian Wrestling Trials, December 5-7, 2019,  Trials will serve as an opportunity for the nation’s best wrestlers to compete for a spot at the 2020 Tokyo Olympics, https://niagara2022games.ca/events/detail/canadian-wrestling-trials/, https://niagara2022games.ca/content/images/news/Canadian-Wrestling-Trials-3-5da604079b83b-186-1572466225.jpg


news
Majestic Mural Unveiled on CSL Welland during St-Lawrence Seaway Opening Ceremony Captures Spirit of Canada Games, 3/24/22, The unveiling of “The Runners” launches the countdown to the Niagara 2022 Canada Summer Games., https://niagara2022games.ca/news/article/majestic-mural-unveiled-on-csl-welland-during-st-lawrence-seaway-opening-ceremony-captures-spirit-of-canada-games/, https://niagara2022games.ca/content/images/news/Web-Header-1696-1648153133.png
N22 Pelham road race course takes centre stage during first-ever Canadian Cycling eSports Championships, 3/19/22, Ella Myers got a sneak peek at the road cycling course for the Niagara 2022 Canada Summer Games recently., https://niagara2022games.ca/news/article/n22-pelham-road-race-course-takes-centre-stage-during-first-ever-canadian-cycling-esports-championships/, https://niagara2022games.ca/content/images/news/Ella-Myers_%28Credit__Canadian_Cyclist%29-1686-1647633886.jpg
Trans Canada Trail officially partners with the Niagara 2022 Canada Summer Games, 3/9/22, The N22 Canada Games Torch Relay will travel from Ottawa to Montreal via the iconic Trans Canada Trail this June., https://niagara2022games.ca/news/article/trans-canada-trail-officially-partners-with-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/Trans-Canada-Trail-EN-1668-1646779543.png
‘Looking for the next Carly’: How Shaw-MacLaren is blazing a path for Canadian soccer officials, 3/8/22, A look at Niagara 2022 staff member Carly Shaw-MacLaren's journey to become a FIFA Official., https://niagara2022games.ca/news/article/looking-for-the-next-Carly-how-Shaw-MacLaren-is-blazing-a-path-for-canadian-soccer-officials/, https://niagara2022games.ca/content/images/news/Carly-4-1662-1646703850.jpg
DiPaola DiPietro &amp; Little partners with Niagara 2022 as Official Games’ Accountants, 3/4/22, DDL &amp; Co. will be providing Niagara 2022 with financial accounting support., https://niagara2022games.ca/news/article/dipaola-dipietro-little-partners-with-niagara-2022-as-official-games-accountants/, https://niagara2022games.ca/content/images/news/Header-Image-1656-1646336480.jpg
Niagara 2022 partners with Ice River Green Bottle Co. &amp; Greenlid to help hydrate and feed Canada Games participants, 2/22/22, Ice River Green Bottle Co. and Greenlid will be providing healthy hydration and compostable cutlery at Niagara 2022., https://niagara2022games.ca/news/article/niagara-2022-partners-with-ice-river-green-bottle-co-greenlid-to-help-hydrate-and-feed-canada-games-participants/, https://niagara2022games.ca/content/images/news/EN-N22-IceRiverGreenBottleCo-Greenlid-1200x675-partnership-1638-1645474699.png
Building on Niagara’s Rowing Legacy at Henley Island, 2/8/22, Nestled in a quiet corner in the City of St. Catharines lies Henley Island — home to the new Henley Rowing Centre., https://niagara2022games.ca/news/article/building-on-niagaras-rowing-legacy-at-henley-island/, https://niagara2022games.ca/content/images/news/HRC-Feature-Image-1597-1644244665.png
Torchbearer Nominations Now Open, 1/31/22, Represent your local community in the lead up to Niagara 2022 by applying to take part in the Torch Relay!, https://niagara2022games.ca/news/article/torchbearer-en/, https://niagara2022games.ca/content/images/news/Torchbearer-FEATURE-IMAGE-1585-1643305261.png
Niagara College becomes the Official Experiential &amp; Digital Production Partner of the Niagara 2022 Canada Summer Games, 1/27/22, Niagara College will be responsible for management and oversight of the full digital production of Niagara 2022., https://niagara2022games.ca/news/article/niagara-college-becomes-the-official-experiential-digital-production-partner-of-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/en_N22-NC-PARTNERSHIP_FEATURED-1200x675-1571-1643145745.png
Making Her Mark — Newfoundland &amp; Labrador rising star Jaida Lee is set to make history in Niagara, 1/21/22, Jaida Lee is set to be the first-ever female to compete on a male baseball team at the Canada Games., https://niagara2022games.ca/news/article/making-her-mark-newfoundland-labrador-rising-star-jaida-lee-is-set-to-make-history-in-niagara/, https://niagara2022games.ca/content/images/news/Jaida-Lee_FEATURE-IMAGE%282%29-1551-1642773810.png
Revisiting Niagara 2022’s Best Moments from 2021, 1/7/22, We are looking back at our best and brightest highlights from the year 2021., https://niagara2022games.ca/news/article/revisiting-niagara-2022s-best-moments-from-2021/, https://niagara2022games.ca/content/images/news/YEAR-IN-REVIEW_EN-FEATURE-1542-1641585098.png
Rise with Glowing Hearts Concert for Niagara 2022 Canada Summer Games postponed due to the ongoing COVID-19 pandemic, 12/22/21, Niagara 2022 has made the decision to postpone next January’s Rise with Glowing Hearts concert to April 27, 2022., https://niagara2022games.ca/news/article/rise-with-glowing-hearts-concert-for-niagara-2022-canada-summer-games-postponed-due-to-the-ongoing-covid-19-pandemic/, https://niagara2022games.ca/content/images/news/RWGH-Postponement_FEATURE-IMAGE-1523-1640101320.png
Niagara 2022 &amp; Niagara Trail Maintenance Association aim to leave community legacy at 12 Mile Creek, 12/7/21, 70+ volunteers from the NTMA have put in close to 1000 hours of work developing &amp; maintaining a trail at 12 Mile Creek., https://niagara2022games.ca/news/article/niagara-2022-niagara-trail-maintenance-association-aim-to-leave-community-legacy-at-12-mile-creek/, https://niagara2022games.ca/content/images/news/FEATURE-IMAGE_12-MILE-CREEK-1505-1638824951.png
Two Brock grads are set to lead Team Ontario at Niagara 2022, 12/2/21, The Niagara 2022 Canada Summer Games will be a homecoming for Steve Sevor and Jennifer Bennett., https://niagara2022games.ca/news/article/two-brock-grads-are-set-to-lead-team-ontario-at-niagara-2022/, https://niagara2022games.ca/content/images/news/featured-image_Mission-Article-Photos-1491-1638386329.png
Algoma Central Corporation to bring the spirit of Newfoundland and Labrador to the Niagara 2022 Canada Summer Games, 11/10/21, The Niagara 2022 Host Society is thrilled to announce its partnership with Algoma Central Corporation., https://niagara2022games.ca/news/article/algoma-central-corporation-to-bring-the-spirit-of-newfoundland-and-labrador-to-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/ALGOMA-Partnership_EN-1452-1636490922.png
TIM HICKS, LOVERBOY, POESY and JEREMIE ALBINO to perform at 200-Day-Out Concert for the Niagara 2022 Canada Summer Games, 11/9/21, 'Rise with Glowing Hearts' will celebrate the 200-day countdown to the Niagara 2022 Canada Summer Games., https://niagara2022games.ca/news/article/tim-hicks-loverboy-poesy-and-jeremie-albino-to-perform-at-200-day-out-concert-for-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/RWGH-event-1200x675-cover-1441-1636484329.png
POESY And Niagara Host Society Release ‘Steel Heart’ — The Anthem Of The Niagara 2022 Canada Summer Games, 11/5/21, The Niagara Host Society and POESY are thrilled to announce the release of ‘Steel Heart’ as Niagara 2022's anthem., https://niagara2022games.ca/news/article/poesy-and-niagara-host-society-release-steel-heart-the-anthem-of-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/POESY-COVER_IMAGE-1431-1636031552.png
Christina Notario becomes the 1,000th person to submit a Volunteer Application, 11/3/21, The 1,000th person to submit a volunteer application for the Niagara 2022 Canada Summer Games, https://niagara2022games.ca/news/article/christina-notario-becomes-the-1000th-person-to-submit-a-volunteer-application/, https://niagara2022games.ca/content/images/news/Meridian-Logo-EN-1425-1635866987.png
Niagara 2022 Canada Summer Games opens portal for applicants seeking Games-time volunteer roles, 10/25/21, Niagara 2022 Host Society inviting residents from the Niagara Region and beyond to apply for the volunteer positions., https://niagara2022games.ca/news/article/nagara-2022-canada-summer-games-opens-portal-for-applicants-seeking-games-time-volunteer-roles/, https://niagara2022games.ca/content/images/news/volunteer-portal-opens-1407-1635013568.png
GFL teams up with Niagara 2022 as the Games’ Official Sustainability Partner , 10/22/21, GFL is the Official Sustainability and Exclusive Waste Management Partner of the Niagara 2022 Canada Summer Games., https://niagara2022games.ca/news/article/gfl-teams-up-with-niagara2022-as-the-games-official-sustainability-partner/, https://niagara2022games.ca/content/images/news/GFL-Partnership_EN-1398-1634821161.png
Call for Artists, 10/20/21, Niagara 2022 Games calling to performers to submit their application to take part in live cultural events., https://niagara2022games.ca/news/article/call-for-artists/, https://niagara2022games.ca/content/images/news/call-for-artists-1366-1633446847.jpg
Three Niagara Credit Unions Come Together To Support The Niagara 2022 Canada Summer Games, 10/20/21, Team Credit Union collaborative partners are calling on community members to follow their lead and join N22 Games., https://niagara2022games.ca/news/article/three-niagara-credit-unions-come-together-to-support-the-niagara-2022-canada-summer-games/, https://niagara2022games.ca/content/images/news/CREDIT-UNION_PRESS-RELEASE-1381-1634643609.png
